	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY	temp
1883.2004.13.Crump.Artic.LTREB.main.lane1.NoIndex	38902.0	4086	2.0	2	14.0	3	9.3
1883.2004.134.Crump.Artic.LTREB.main.lane1.NoIndex	49249.0	2408	3.0	2	1.0	1	12.6
1883.2004.135.Crump.Artic.LTREB.main.lane1.NoIndex	49517.0	1861	4.0	1	0.0	0	12.79
1883.2004.136.Crump.Artic.LTREB.main.lane1.NoIndex	40129.0	2024	0.0	0	1.0	1	11.4
1883.2004.137.Crump.Artic.LTREB.main.lane1.NoIndex	44515.0	1951	1.0	1	0.0	0	13.0
1883.2004.138.Crump.Artic.LTREB.main.lane1.NoIndex	27677.0	4070	3.0	2	4.0	2	8.8
1883.2004.149.Crump.Artic.LTREB.main.lane1.NoIndex	69971.0	2822	1.0	1	2.0	2	13.4
1883.2004.176.Crump.Artic.LTREB.main.lane1.NoIndex	32328.0	873	0.0	0	1.0	1	13.07
1883.2004.184.Crump.Artic.LTREB.main.lane1.NoIndex	58868.0	2173	2.0	1	0.0	0	12.1
1883.2004.186.Crump.Artic.LTREB.main.lane1.NoIndex	59474.0	929	2.0	1	0.0	0	5.69
1883.2004.191.Crump.Artic.LTREB.main.lane1.NoIndex	47906.0	2542	4.0	1	4.0	2	9.3
1883.2004.192.Crump.Artic.LTREB.main.lane1.NoIndex	38968.0	2293	1.0	1	2.0	1	10.6
1883.2004.201.Crump.Artic.LTREB.main.lane1.NoIndex	29016.0	4034	7.0	1	2.0	2	8.3
1883.2004.202.Crump.Artic.LTREB.main.lane1.NoIndex	28366.0	3458	10.0	2	1.0	1	7.9
1883.2004.203.Crump.Artic.LTREB.main.lane1.NoIndex	53847.0	1029	1.0	1	1.0	1	11.67
1883.2004.212.Crump.Artic.LTREB.main.lane1.NoIndex	36995.0	4220	1.0	1	7.0	1	7.1
1883.2004.213.Crump.Artic.LTREB.main.lane1.NoIndex	54543.0	2518	0.0	0	3.0	1	8.5
1883.2004.214.Crump.Artic.LTREB.main.lane1.NoIndex	50720.0	2416	1.0	1	2.0	1	8.27
1883.2004.216.Crump.Artic.LTREB.main.lane1.NoIndex	34902.0	1810	3.0	2	0.0	0	11.01
1883.2004.217.Crump.Artic.LTREB.main.lane1.NoIndex	53478.0	2318	2.0	2	0.0	0	12.6
1883.2004.219.Crump.Artic.LTREB.main.lane1.NoIndex	44709.0	2421	0.0	0	3.0	2	9.2
1883.2004.22.Crump.Artic.LTREB.main.lane1.NoIndex	28005.0	4028	3.0	1	10.0	2	8.4
1883.2004.221.Crump.Artic.LTREB.main.lane1.NoIndex	62251.0	3006	1.0	1	1.0	1	11.1
1883.2004.233.Crump.Artic.LTREB.main.lane1.NoIndex	53292.0	2285	1.0	1	1.0	1	13.1
1883.2004.239.Crump.Artic.LTREB.main.lane1.NoIndex	49287.0	893	0.0	0	1.0	1	14.06
1883.2004.241.Crump.Artic.LTREB.main.lane1.NoIndex	28814.0	3568	0.0	0	1.0	1	0.0
1883.2005.005.Crump.Artic.LTREB.main.lane1.NoIndex	58316.0	1909	1.0	1	0.0	0	1.95
1883.2005.012.Crump.Artic.LTREB.main.lane1.NoIndex	58619.0	2801	0.0	0	2.0	2	11.2
1883.2005.013.Crump.Artic.LTREB.main.lane1.NoIndex	31836.0	2238	2.0	1	10.0	1	12.5
1883.2005.016.Crump.Artic.LTREB.main.lane1.NoIndex	39945.0	2246	0.0	0	4.0	2	10.5
1883.2005.022.Crump.Artic.LTREB.main.lane1.NoIndex	50382.0	1088	0.0	0	1.0	1	14.38
1883.2005.028.Crump.Artic.LTREB.main.lane1.NoIndex	76711.0	3778	8.0	3	7.0	3	16.2
1883.2005.031.Crump.Artic.LTREB.main.lane1.NoIndex	37615.0	285	0.0	0	4.0	1	17.4
1883.2005.038.Crump.Artic.LTREB.main.lane1.NoIndex	35767.0	2108	0.0	0	5.0	1	13.3
1883.2005.039.Crump.Artic.LTREB.main.lane1.NoIndex	67333.0	1481	1.0	1	1.0	1	17.6
1883.2005.043.Crump.Artic.LTREB.main.lane1.NoIndex	50036.0	3887	7.0	2	31.0	7	14.2
1883.2005.044.Crump.Artic.LTREB.main.lane1.NoIndex	35906.0	3506	0.0	0	4.0	2	10.8
1883.2005.045.Crump.Artic.LTREB.main.lane1.NoIndex	47905.0	3781	3.0	1	0.0	0	16.7
1883.2005.046.Crump.Artic.LTREB.main.lane1.NoIndex	37007.0	3246	7.0	2	14.0	3	18.1
1883.2005.047.Crump.Artic.LTREB.main.lane1.NoIndex	55827.0	2453	0.0	0	7.0	2	18.1
1883.2005.061.Crump.Artic.LTREB.main.lane1.NoIndex	60476.0	434	0.0	0	1.0	1	11.0
1883.2005.075.Crump.Artic.LTREB.main.lane1.NoIndex	36751.0	1718	1.0	1	0.0	0	4.7
1883.2005.076.Crump.Artic.LTREB.main.lane1.NoIndex	44049.0	1495	0.0	0	2.0	1	9.2
1883.2005.078.Crump.Artic.LTREB.main.lane1.NoIndex	64805.0	2292	0.0	0	2.0	2	11.3
1883.2005.081.Crump.Artic.LTREB.main.lane1.NoIndex	67804.0	652	27.0	1	0.0	0	5.19
1883.2005.082.Crump.Artic.LTREB.main.lane1.NoIndex	71547.0	921	1.0	1	12.0	1	11.7
1883.2005.084.Crump.Artic.LTREB.main.lane1.NoIndex	1671.0	816	0.0	0	2.0	1	6.7
1883.2005.099.Crump.Artic.LTREB.main.lane1.NoIndex	70515.0	1361	1.0	1	2.0	1	13.28
1883.2005.103.Crump.Artic.LTREB.main.lane1.NoIndex	44973.0	3770	3.0	2	24.0	3	8.8
1883.2005.104.Crump.Artic.LTREB.main.lane1.NoIndex	67655.0	1994	0.0	0	3.0	1	12.3
1883.2005.107.Crump.Artic.LTREB.main.lane1.NoIndex	56316.0	2389	3.0	2	3.0	2	13.19
1883.2005.108.Crump.Artic.LTREB.main.lane1.NoIndex	46779.0	3173	2.0	2	1.0	1	10.8
1883.2005.112.Crump.Artic.LTREB.main.lane1.NoIndex	73428.0	3265	4.0	2	12.0	4	13.1
1883.2005.113.Crump.Artic.LTREB.main.lane1.NoIndex	62719.0	552	279.0	4	0.0	0	13.6
1883.2005.114.Crump.Artic.LTREB.main.lane1.NoIndex	99933.0	982	2.0	2	0.0	0	12.73
1883.2005.135.Crump.Artic.LTREB.main.lane4.NoIndex	71618.0	525	1.0	1	0.0	0	14.4
1883.2005.144.Crump.Artic.LTREB.main.lane4.NoIndex	74716.0	2736	1.0	1	6.0	3	11.5
1883.2005.146.Crump.Artic.LTREB.main.lane4.NoIndex	17492.0	199	570.0	3	0.0	0	11.0
1883.2005.147.Crump.Artic.LTREB.main.lane4.NoIndex	80256.0	691	1.0	1	0.0	0	14.45
1883.2005.148.Crump.Artic.LTREB.main.lane4.NoIndex	75323.0	386	1.0	1	0.0	0	6.7
1883.2005.15.Crump.Artic.LTREB.main.lane4.NoIndex	71795.0	1157	0.0	0	4.0	1	13.7
1883.2005.159.Crump.Artic.LTREB.main.lane4.NoIndex	39961.0	383	282.0	4	0.0	0	9.0
1883.2005.175.Crump.Artic.LTREB.main.lane4.NoIndex	55371.0	3498	7.0	3	49.0	4	11.3
1883.2005.176.Crump.Artic.LTREB.main.lane4.NoIndex	74123.0	1142	2.0	1	2.0	1	11.54
1883.2005.177.Crump.Artic.LTREB.main.lane4.NoIndex	61969.0	3716	63.0	6	37.0	3	10.4
1883.2005.178.Crump.Artic.LTREB.main.lane4.NoIndex	78086.0	1174	1.0	1	0.0	0	12.65
1883.2005.179.Crump.Artic.LTREB.main.lane4.NoIndex	70977.0	1706	1.0	1	1.0	1	12.76
1883.2005.18.Crump.Artic.LTREB.main.lane4.NoIndex	69619.0	1232	0.0	0	3.0	2	13.2
1883.2005.181.Crump.Artic.LTREB.main.lane4.NoIndex	172398.0	3813	9.0	2	16.0	2	14.5
1883.2005.19.Crump.Artic.LTREB.main.lane4.NoIndex	63545.0	980	2.0	1	1.0	1	13.6
1883.2005.191.Crump.Artic.LTREB.main.lane4.NoIndex	83995.0	890	1.0	1	0.0	0	13.94
1883.2005.192.Crump.Artic.LTREB.main.lane4.NoIndex	55915.0	2140	0.0	0	7.0	1	11.0
1883.2005.193.Crump.Artic.LTREB.main.lane4.NoIndex	74272.0	1140	0.0	0	2.0	2	13.86
1883.2005.194.Crump.Artic.LTREB.main.lane4.NoIndex	78384.0	1417	2.0	1	2.0	1	14.9
1883.2005.195.Crump.Artic.LTREB.main.lane4.NoIndex	56101.0	3490	15.0	2	3.0	2	13.4
1883.2005.197.Crump.Artic.LTREB.main.lane4.NoIndex	95251.0	3242	3.0	1	1.0	1	14.1
1883.2005.198.Crump.Artic.LTREB.main.lane4.NoIndex	60246.0	2068	10.0	1	7.0	2	15.4
1883.2005.199.Crump.Artic.LTREB.main.lane4.NoIndex	50583.0	2122	1.0	1	0.0	0	11.2
1883.2005.2.Crump.Artic.LTREB.main.lane4.NoIndex	70238.0	2292	0.0	0	2.0	1	17.7
1883.2005.208.Crump.Artic.LTREB.main.lane4.NoIndex	68363.0	366	114.0	2	0.0	0	5.91
1883.2005.209.Crump.Artic.LTREB.main.lane4.NoIndex	42672.0	353	1.0	1	0.0	0	9.8
1883.2005.21.Crump.Artic.LTREB.main.lane4.NoIndex	132369.0	599	1.0	1	0.0	0	15.1
1883.2005.214.Crump.Artic.LTREB.main.lane4.NoIndex	119921.0	2158	106.0	3	0.0	0	0.2
1883.2005.215.Crump.Artic.LTREB.main.lane4.NoIndex	60450.0	921	108.0	2	0.0	0	0.1
1883.2005.216.Crump.Artic.LTREB.main.lane4.NoIndex	73470.0	1553	1.0	1	0.0	0	0.4
1883.2005.218.Crump.Artic.LTREB.main.lane4.NoIndex	103885.0	1156	1.0	1	0.0	0	0.7
1883.2006.002.Crump.Artic.LTREB.main.lane1.NoIndex	129963.0	1132	1.0	1	0.0	0	3.01
1883.2006.004.Crump.Artic.LTREB.main.lane1.NoIndex	56884.0	2493	5.0	2	1.0	1	8.4
1883.2006.005.Crump.Artic.LTREB.main.lane1.NoIndex	69823.0	4566	3.0	1	52.0	4	7.0
1883.2006.01.Crump.Artic.LTREB.main.lane1.NoIndex	60368.0	2558	0.0	0	1.0	1	8.9
1883.2006.011.Crump.Artic.LTREB.main.lane1.NoIndex	59403.0	3880	15.0	2	5.0	1	9.9
1883.2006.013.Crump.Artic.LTREB.main.lane1.NoIndex	39719.0	4017	9.0	2	5.0	1	9.8
1883.2006.023.Crump.Artic.LTREB.main.lane1.NoIndex	49544.0	2482	52.0	2	15.0	2	9.3
1883.2006.024.Crump.Artic.LTREB.main.lane1.NoIndex	70671.0	1177	10.0	1	0.0	0	10.5
1883.2006.026.Crump.Artic.LTREB.main.lane1.NoIndex	118763.0	4114	2.0	1	10.0	1	11.25
1883.2006.028.Crump.Artic.LTREB.main.lane1.NoIndex	97459.0	4110	4.0	2	12.0	4	11.6
1883.2006.029.Crump.Artic.LTREB.main.lane1.NoIndex	55342.0	782	0.0	0	47.0	2	8.1
1883.2006.03.Crump.Artic.LTREB.main.lane1.NoIndex	50492.0	3488	0.0	0	25.0	2	11.9
1883.2006.036.Crump.Artic.LTREB.main.lane1.NoIndex	77145.0	2302	0.0	0	9.0	2	11.6
1883.2006.052.Crump.Artic.LTREB.main.lane1.NoIndex	114186.0	1976	0.0	0	1.0	1	11.6
1883.2006.094.Crump.Artic.LTREB.main.lane1.NoIndex	47327.0	4019	3.0	1	6.0	2	7.8
1883.2006.095.Crump.Artic.LTREB.main.lane1.NoIndex	76115.0	1623	0.0	0	1.0	1	10.7
1883.2006.098.Crump.Artic.LTREB.main.lane1.NoIndex	105459.0	3618	0.0	0	2.0	1	10.4
1883.2006.1.Crump.Artic.LTREB.main.lane1.NoIndex	99951.0	1228	0.0	0	1.0	1	4.47
1883.2006.112.Crump.Artic.LTREB.main.lane1.NoIndex	93103.0	1328	0.0	0	1.0	1	13.2
1883.2006.12.Crump.Artic.LTREB.main.lane1.NoIndex	97390.0	4704	4.0	3	135.0	6	11.8
1883.2006.121.Crump.Artic.LTREB.main.lane1.NoIndex	59844.0	3939	7.0	3	100.0	3	12.7
1883.2006.122.Crump.Artic.LTREB.main.lane1.NoIndex	51728.0	3572	0.0	0	124.0	4	14.4
1883.2006.124.Crump.Artic.LTREB.main.lane1.NoIndex	86282.0	4437	2.0	1	283.0	5	13.6
1883.2006.125.Crump.Artic.LTREB.main.lane1.NoIndex	68465.0	3778	1.0	1	132.0	3	11.9
1883.2006.126.Crump.Artic.LTREB.main.lane1.NoIndex	91294.0	4455	1.0	1	128.0	5	12.8
1883.2006.154.Crump.Artic.LTREB.main.lane1.NoIndex	61766.0	1852	0.0	0	2.0	2	12.3
1883.2006.155.Crump.Artic.LTREB.main.lane1.NoIndex	46871.0	2571	1.0	1	1.0	1	13.4
1883.2006.157.Crump.Artic.LTREB.main.lane1.NoIndex	41400.0	546	0.0	0	5.0	1	12.74
1883.2006.161.Crump.Artic.LTREB.main.lane1.NoIndex	14726.0	902	13.0	1	0.0	0	13.7
1883.2006.174.Crump.Artic.LTREB.main.lane1.NoIndex	27348.0	967	0.0	0	27.0	1	9.8
1883.2006.179.Crump.Artic.LTREB.main.lane1.NoIndex	36734.0	713	38.0	1	0.0	0	13.5
1883.2006.188.Crump.Artic.LTREB.main.lane1.NoIndex	32909.0	3649	1.0	1	9.0	4	8.3
1883.2006.192.Crump.Artic.LTREB.main.lane1.NoIndex	48432.0	2168	0.0	0	2.0	1	10.5
1883.2006.236.Crump.Artic.LTREB.main.lane1.NoIndex	54095.0	1180	1.0	1	0.0	0	14.4
1883.2006.285.Crump.Artic.LTREB.main.lane1.NoIndex	34360.0	3638	4.0	3	1.0	1	10.1
1883.2006.286.Crump.Artic.LTREB.main.lane1.NoIndex	35101.0	1017	0.0	0	1.0	1	12.6
1883.2006.287.Crump.Artic.LTREB.main.lane1.NoIndex	38372.0	3375	1.0	1	12.0	2	12.1
1883.2006.288.Crump.Artic.LTREB.main.lane1.NoIndex	43203.0	967	1.0	1	0.0	0	12.8
1883.2006.307.Crump.Artic.LTREB.main.lane1.NoIndex	49246.0	1835	1.0	1	2.0	1	13.5
1883.2006.309.Crump.Artic.LTREB.main.lane1.NoIndex	37962.0	650	1.0	1	0.0	0	5.4
1883.2006.31.Crump.Artic.LTREB.main.lane1.NoIndex	62832.0	2366	1.0	1	0.0	0	9.9
1883.2006.317.Crump.Artic.LTREB.main.lane1.NoIndex	120809.0	362	2237.0	9	0.0	0	11.85
1883.2006.321.Crump.Artic.LTREB.main.lane1.NoIndex	45678.0	847	4.0	1	0.0	0	11.35
1883.2006.324.Crump.Artic.LTREB.main.lane1.NoIndex	57834.0	521	10.0	1	0.0	0	12.2
1883.2006.329.Crump.Artic.LTREB.main.lane1.NoIndex	44100.0	575	29.0	1	0.0	0	10.7
1883.2006.33.Crump.Artic.LTREB.main.lane1.NoIndex	37690.0	486	48.0	1	0.0	0	10.9
1883.2006.333.Crump.Artic.LTREB.main.lane1.NoIndex	40196.0	4053	1.0	1	5.0	2	7.8
1883.2006.334.Crump.Artic.LTREB.main.lane1.NoIndex	47725.0	2093	1.0	1	0.0	0	11.0
1883.2006.335.Crump.Artic.LTREB.main.lane1.NoIndex	49602.0	1008	3.0	1	0.0	0	12.02
1883.2007.001.Crump.Artic.LTREB.main.lane1.NoIndex	53649.0	664	0.0	0	19.0	1	13.3
1883.2007.002.Crump.Artic.LTREB.main.lane1.NoIndex	49087.0	2878	9.0	3	10.0	4	14.2
1883.2007.003.Crump.Artic.LTREB.main.lane1.NoIndex	50390.0	3212	6.0	2	9.0	4	9.5
1883.2007.004.Crump.Artic.LTREB.main.lane1.NoIndex	113941.0	4998	5.0	1	55.0	6	9.85
1883.2007.006.Crump.Artic.LTREB.main.lane1.NoIndex	50767.0	1210	13.0	1	5.0	2	12.39
1883.2007.009.Crump.Artic.LTREB.main.lane1.NoIndex	42345.0	1216	0.0	0	1.0	1	15.44
1883.2007.011.Crump.Artic.LTREB.main.lane1.NoIndex	61495.0	3869	2.0	2	25.0	2	9.6
1883.2007.012.Crump.Artic.LTREB.main.lane1.NoIndex	61126.0	3760	1.0	1	22.0	4	8.0
1883.2007.013.Crump.Artic.LTREB.main.lane1.NoIndex	50941.0	1062	0.0	0	1.0	1	14.34
1883.2007.015.Crump.Artic.LTREB.main.lane1.NoIndex	55792.0	971	0.0	0	1.0	1	10.2
1883.2007.016.Crump.Artic.LTREB.main.lane1.NoIndex	56341.0	3417	0.0	0	28.0	5	15.4
1883.2007.019.Crump.Artic.LTREB.main.lane1.NoIndex	68761.0	1447	4.0	1	2.0	2	12.92
1883.2007.021.Crump.Artic.LTREB.main.lane1.NoIndex	59459.0	1148	3.0	1	0.0	0	15.09
1883.2007.023.Crump.Artic.LTREB.main.lane1.NoIndex	57451.0	2680	2.0	1	5.0	2	13.5
1883.2007.026.Crump.Artic.LTREB.main.lane1.NoIndex	45903.0	3315	8.0	2	14.0	4	15.6
1883.2007.027.Crump.Artic.LTREB.main.lane1.NoIndex	41483.0	2011	0.0	0	65.0	3	14.0
1883.2007.029.Crump.Artic.LTREB.main.lane1.NoIndex	54757.0	3289	3.0	2	19.0	4	16.5
1883.2007.03.Crump.Artic.LTREB.main.lane1.NoIndex	45058.0	2632	16.0	2	7.0	2	17.2
1883.2007.031.Crump.Artic.LTREB.main.lane1.NoIndex	75652.0	1105	1.0	1	2.0	2	11.1
1883.2007.033.Crump.Artic.LTREB.main.lane1.NoIndex	71817.0	1156	45.0	1	0.0	0	10.85
1883.2007.034.Crump.Artic.LTREB.main.lane1.NoIndex	69659.0	1061	1.0	1	0.0	0	4.75
1883.2007.036.Crump.Artic.LTREB.main.lane1.NoIndex	141547.0	1751	10.0	2	1.0	1	14.0
1883.2007.037.Crump.Artic.LTREB.main.lane1.NoIndex	66389.0	1457	3.0	2	2.0	2	13.8
1883.2007.038.Crump.Artic.LTREB.main.lane1.NoIndex	47431.0	1015	1.0	1	1.0	1	14.1
1883.2007.042.Crump.Artic.LTREB.main.lane1.NoIndex	57417.0	1132	0.0	0	2.0	1	15.9
1883.2007.047.Crump.Artic.LTREB.main.lane1.NoIndex	61705.0	1691	2.0	1	1.0	1	15.7
1883.2007.048.Crump.Artic.LTREB.main.lane1.NoIndex	47832.0	1287	1.0	1	2.0	1	14.5
1883.2007.062.Crump.Artic.LTREB.main.lane1.NoIndex	53478.0	1748	0.0	0	1.0	1	17.3
1883.2007.063.Crump.Artic.LTREB.main.lane1.NoIndex	69049.0	1502	0.0	0	5.0	2	15.0
1883.2007.064.Crump.Artic.LTREB.main.lane1.NoIndex	40579.0	1217	4.0	1	5.0	1	16.5
1883.2007.066.Crump.Artic.LTREB.main.lane1.NoIndex	53271.0	1309	7.0	1	0.0	0	14.3
1883.2007.067.Crump.Artic.LTREB.main.lane1.NoIndex	58965.0	1174	2.0	1	1.0	1	14.9
1883.2007.069.Crump.Artic.LTREB.main.lane1.NoIndex	108553.0	1596	0.0	0	3.0	1	16.6
1883.2007.07.Crump.Artic.LTREB.main.lane1.NoIndex	48001.0	1702	0.0	0	3.0	1	16.6
1883.2007.084.Crump.Artic.LTREB.main.lane1.NoIndex	66241.0	1283	1.0	1	0.0	0	17.8
1883.2007.093.Crump.Artic.LTREB.main.lane1.NoIndex	70610.0	3633	1.0	1	7.0	1	10.2
1883.2007.102.Crump.Artic.LTREB.main.lane2.NoIndex	82843.0	4239	2.0	1	4.0	3	14.3
1883.2007.115.Crump.Artic.LTREB.main.lane2.NoIndex	43973.0	800	2.0	1	0.0	0	12.26
1883.2007.116.Crump.Artic.LTREB.main.lane2.NoIndex	110328.0	1399	2.0	1	0.0	0	4.96
1883.2007.118.Crump.Artic.LTREB.main.lane2.NoIndex	68738.0	1178	1.0	1	0.0	0	5.17
1883.2007.12.Crump.Artic.LTREB.main.lane2.NoIndex	58107.0	2937	1.0	1	4.0	2	11.0
1883.2007.121.Crump.Artic.LTREB.main.lane2.NoIndex	138052.0	3322	4.0	1	18.0	4	12.8
1883.2007.122.Crump.Artic.LTREB.main.lane2.NoIndex	49756.0	1387	14.0	1	0.0	0	17.87
1883.2007.124.Crump.Artic.LTREB.main.lane2.NoIndex	58847.0	1241	10.0	1	0.0	0	18.28
1883.2007.127.Crump.Artic.LTREB.main.lane2.NoIndex	54367.0	1060	3.0	1	0.0	0	18.08
1883.2007.128.Crump.Artic.LTREB.main.lane2.NoIndex	80697.0	1485	4.0	1	0.0	0	12.35
1883.2007.129.Crump.Artic.LTREB.main.lane2.NoIndex	44864.0	2807	1.0	1	46.0	3	12.5
1883.2007.131.Crump.Artic.LTREB.main.lane2.NoIndex	67539.0	1240	5.0	2	0.0	0	17.72
1883.2007.139.Crump.Artic.LTREB.main.lane2.NoIndex	59445.0	1069	2.0	1	0.0	0	17.72
1883.2007.141.Crump.Artic.LTREB.main.lane2.NoIndex	54785.0	2434	4.0	2	5.0	2	13.2
1883.2007.144.Crump.Artic.LTREB.main.lane2.NoIndex	50149.0	2955	37.0	3	27.0	3	18.2
1883.2007.145.Crump.Artic.LTREB.main.lane2.NoIndex	53151.0	4003	7.0	4	20.0	6	14.4
1883.2007.147.Crump.Artic.LTREB.main.lane2.NoIndex	50714.0	3118	24.0	3	1.0	1	17.9
1883.2007.149.Crump.Artic.LTREB.main.lane2.NoIndex	60550.0	3604	9.0	2	22.0	2	13.2
1883.2007.15.Crump.Artic.LTREB.main.lane2.NoIndex	66113.0	2812	5.0	2	5.0	1	16.5
1883.2007.152.Crump.Artic.LTREB.main.lane2.NoIndex	29809.0	175	1.0	1	0.0	0	5.19
1883.2007.153.Crump.Artic.LTREB.main.lane2.NoIndex	67655.0	804	19.0	1	0.0	0	17.4
1883.2007.154.Crump.Artic.LTREB.main.lane2.NoIndex	74253.0	1300	6.0	1	0.0	0	17.8
1883.2007.155.Crump.Artic.LTREB.main.lane2.NoIndex	60853.0	601	15.0	1	0.0	0	17.8
1883.2007.156.Crump.Artic.LTREB.main.lane2.NoIndex	77001.0	995	70.0	2	0.0	0	18.3
1883.2007.157.Crump.Artic.LTREB.main.lane2.NoIndex	72598.0	1060	3.0	1	2.0	1	18.5
1883.2007.159.Crump.Artic.LTREB.main.lane2.NoIndex	48327.0	1047	7.0	1	3.0	2	20.2
1883.2007.16.Crump.Artic.LTREB.main.lane2.NoIndex	50831.0	525	3.0	1	1.0	1	21.7
1883.2007.161.Crump.Artic.LTREB.main.lane2.NoIndex	44134.0	919	5.0	1	1.0	1	19.0
1883.2007.162.Crump.Artic.LTREB.main.lane2.NoIndex	67924.0	1024	6.0	1	0.0	0	18.5
1883.2007.165.Crump.Artic.LTREB.main.lane2.NoIndex	66508.0	1817	3.0	1	2.0	1	19.2
1883.2007.166.Crump.Artic.LTREB.main.lane2.NoIndex	73394.0	926	20.0	1	0.0	0	18.5
1883.2007.168.Crump.Artic.LTREB.main.lane2.NoIndex	41308.0	1429	3.0	1	0.0	0	18.8
1883.2007.169.Crump.Artic.LTREB.main.lane2.NoIndex	44827.0	979	2.0	1	0.0	0	19.4
1883.2007.172.Crump.Artic.LTREB.main.lane2.NoIndex	71742.0	1795	13.0	4	0.0	0	19.2
1883.2007.173.Crump.Artic.LTREB.main.lane2.NoIndex	65910.0	1383	2.0	1	0.0	0	20.0
1883.2007.175.Crump.Artic.LTREB.main.lane2.NoIndex	66268.0	1375	13.0	4	0.0	0	19.3
1883.2007.176.Crump.Artic.LTREB.main.lane2.NoIndex	37355.0	912	2.0	2	0.0	0	19.4
1883.2007.178.Crump.Artic.LTREB.main.lane2.NoIndex	55735.0	1065	16.0	2	0.0	0	20.6
1883.2007.179.Crump.Artic.LTREB.main.lane2.NoIndex	66545.0	890	6.0	1	0.0	0	19.3
1883.2007.181.Crump.Artic.LTREB.main.lane2.NoIndex	62133.0	1614	1.0	1	5.0	2	17.5
1883.2007.184.Crump.Artic.LTREB.main.lane2.NoIndex	31424.0	969	0.0	0	1.0	1	19.4
1883.2007.186.Crump.Artic.LTREB.main.lane2.NoIndex	89558.0	1987	1.0	1	0.0	0	18.8
1883.2007.187.Crump.Artic.LTREB.main.lane2.NoIndex	94129.0	1653	2.0	1	0.0	0	18.4
1883.2007.19.Crump.Artic.LTREB.main.lane2.NoIndex	76281.0	1189	0.0	0	1.0	1	5.3
1883.2007.199.Crump.Artic.LTREB.main.lane2.NoIndex	54417.0	3878	4.0	2	16.0	2	7.1
1883.2007.2.Crump.Artic.LTREB.main.lane2.NoIndex	63639.0	3759	1.0	1	13.0	2	7.1
1883.2007.206.Crump.Artic.LTREB.main.lane2.NoIndex	17155.0	2278	1.0	1	0.0	0	11.5
1883.2007.226.Crump.Artic.LTREB.main.lane2.NoIndex	54059.0	2952	1.0	1	6.0	2	16.0
1883.2007.228.Crump.Artic.LTREB.main.lane2.NoIndex	267799.0	1779	3.0	1	3.0	1	16.9
1883.2007.237.Crump.Artic.LTREB.main.lane2.NoIndex	46504.0	3584	0.0	0	4.0	1	9.4
1883.2007.256.Crump.Artic.LTREB.main.lane2.NoIndex	53121.0	2213	3.0	1	0.0	0	7.7
1883.2007.259.Crump.Artic.LTREB.main.lane2.NoIndex	79324.0	933	2.0	1	0.0	0	16.81
1883.2007.265.Crump.Artic.LTREB.main.lane2.NoIndex	44658.0	4154	5.0	3	20.0	4	8.3
1883.2007.268.Crump.Artic.LTREB.main.lane2.NoIndex	42149.0	3870	12.0	3	11.0	3	8.6
1883.2007.269.Crump.Artic.LTREB.main.lane2.NoIndex	51864.0	4262	5.0	2	23.0	5	12.1
1883.2007.274.Crump.Artic.LTREB.main.lane2.NoIndex	45953.0	3773	11.0	4	13.0	1	11.4
1883.2007.281.Crump.Artic.LTREB.main.lane2.NoIndex	44509.0	3815	16.0	5	20.0	5	13.1
1883.2007.284.Crump.Artic.LTREB.main.lane2.NoIndex	84036.0	934	2.0	1	0.0	0	15.81
1883.2007.287.Crump.Artic.LTREB.main.lane2.NoIndex	86449.0	1373	1.0	1	0.0	0	11.85
1883.2007.288.Crump.Artic.LTREB.main.lane2.NoIndex	82433.0	910	1.0	1	0.0	0	15.64
1883.2007.296.Crump.Artic.LTREB.main.lane2.NoIndex	119652.0	1299	1.0	1	0.0	0	15.33
1883.2007.302.Crump.Artic.LTREB.main.lane2.NoIndex	93983.0	1263	0.0	0	1.0	1	15.07
1883.2007.307.Crump.Artic.LTREB.main.lane2.NoIndex	78549.0	1021	2.0	2	0.0	0	15.59
1883.2007.309.Crump.Artic.LTREB.main.lane2.NoIndex	72090.0	3067	9.0	2	0.0	0	15.3
1883.2007.312.Crump.Artic.LTREB.main.lane2.NoIndex	75890.0	3973	4.0	2	9.0	2	12.8
1883.2007.315.Crump.Artic.LTREB.main.lane2.NoIndex	76197.0	1149	3.0	1	0.0	0	13.73
1883.2007.322.Crump.Artic.LTREB.main.lane2.NoIndex	74067.0	2502	2.0	1	0.0	0	11.1
1883.2007.323.Crump.Artic.LTREB.main.lane2.NoIndex	62658.0	4340	4.0	2	0.0	0	15.4
1883.2007.324.Crump.Artic.LTREB.main.lane2.NoIndex	63279.0	1157	1.0	1	0.0	0	14.15
1883.2007.33.Crump.Artic.LTREB.main.lane2.NoIndex	70299.0	1222	1.0	1	0.0	0	13.65
1883.2007.334.Crump.Artic.LTREB.main.lane2.NoIndex	109411.0	4332	10.0	1	18.0	2	5.9
1883.2007.338.Crump.Artic.LTREB.main.lane2.NoIndex	57633.0	3046	5.0	2	0.0	0	12.3
1883.2007.339.Crump.Artic.LTREB.main.lane2.NoIndex	83336.0	3491	4.0	2	1.0	1	11.11
1883.2007.34.Crump.Artic.LTREB.main.lane2.NoIndex	56889.0	2281	15.0	2	0.0	0	11.4
