	N	S	N_sporeN	S_sporeN	N_sporeY	S_sporeY	temp
755.INB.24.08.11.lane1.NoIndex.L001	54792.0	2470	6.0	1	2.0	1	15.44
755.INB.26.07.11.lane1.NoIndex.L001	69425.0	2549	30.0	2	4.0	2	16.9
755.INB.28.06.11.lane1.NoIndex.L001	63535.0	2602	10.0	2	1.0	1	14.02
755.INB.31.05.11.lane1.NoIndex.L001	65581.0	851	16.0	1	0.0	0	12.6
755.LAB.IN.02.06.11.lane1.NoIndex.L001	60914.0	779	2.0	1	0.0	0	14.84
755.LAB.IN.09.06.11.lane1.NoIndex.L001	60941.0	1277	56.0	3	2.0	1	14.02
755.LAB.IN.22.07.11.lane1.NoIndex.L001	53951.0	2120	68.0	2	4.0	2	18.06
755.LAB.IN.26.05.11.lane1.NoIndex.L001	64082.0	592	5.0	1	0.0	0	14.14
755.LAB.IN.30.06.11.lane1.NoIndex.L001	74622.0	1322	2.0	2	0.0	0	14.02
804.3862.1219	125868.0	1003	0.0	0	1.0	1	88.0
804.3862.1325	169922.0	1338	444.0	4	13.0	1	88.0
804.3867.1228.2	188587.0	3285	1.0	1	5.0	2	28.0
804.3867.1228.4	75314.0	425	1.0	1	0.0	0	28.0
804.3867.1228.5	260854.0	4881	1.0	1	10.0	2	28.0
804.3869.1404	74612.0	3386	0.0	0	140.0	7	70.0
804.3869.1446	223548.0	1698	1.0	1	0.0	0	70.0
804.3872.1347A	52498.0	484	1.0	1	0.0	0	9.4
804.3872.1347B	44111.0	600	1.0	1	0.0	0	9.4
804.3876.1104	186229.0	2719	0.0	0	8.0	1	12.5
804.H06.073005.R0316	306030.0	2162	1.0	1	2.0	1	91.0
804.H07.073105.R1053	212317.0	3010	1.0	1	8.0	3	44.0
804.H07.073105.R1053.red.coating	209437.0	3499	0.0	0	7.0	1	44.0
804.Julie.10	91187.0	570	0.0	0	2.0	1	20.0
804.Julie.11	95073.0	733	1.0	1	1.0	1	20.0
804.Julie.2	236112.0	1778	1.0	1	0.0	0	20.0
804.Julie.3	279732.0	5185	2.0	2	5.0	2	20.0
804.Julie.4	359247.0	5491	5.0	2	19.0	3	20.0
804.Julie.5	232107.0	4672	0.0	0	16.0	4	20.0
804.Julie.7	100061.0	1921	2.0	2	54.0	8	20.0
804.Julie.8	103082.0	2245	2.0	1	0.0	0	20.0
804.LS11.127	90002.0	324	1.0	1	0.0	0	16.2
804.LS11.129	88822.0	398	3.0	2	0.0	0	16.2
804.LS11.130	99521.0	489	2.0	2	1.0	1	16.2
804.LS11.131	73329.0	343	15.0	1	0.0	0	16.2
804.LS11.19	107431.0	549	218.0	1	0.0	0	19.0
804.LS11.20	98600.0	888	1.0	1	1.0	1	19.0
804.LS11.69	125235.0	1804	4.0	1	1.0	1	18.7
804.LS11.70	252962.0	1424	284.0	2	0.0	0	18.7
804.LS11.70a	270279.0	1759	2.0	2	5.0	2	18.7
804.LS11.71	287056.0	2337	2.0	2	2.0	2	18.7
804.LS11.72	137770.0	2438	15.0	1	49.0	4	18.7
807.B.F.11.a	47623.0	2784	2.0	2	0.0	0	10.9
807.B.F.11.b	53642.0	3139	60.0	2	0.0	0	10.9
807.B.S.12.a	57473.0	3498	6.0	1	5.0	2	10.0
807.B.S.12.b	48592.0	2729	10.0	3	4.0	2	9.8
807.BG.F.11.a	47304.0	2829	2.0	1	1.0	1	15.6
807.BG.F.11.b	45213.0	2767	3.0	2	2.0	1	15.8
807.BG.S.11.a	50256.0	3072	4.0	1	1.0	1	9.2
807.BG.S.11.b	47691.0	2984	2.0	1	0.0	0	10.4
807.BG.S.12.a	43435.0	2982	1.0	1	1.0	1	10.0
807.BG.S.12.b	49554.0	3115	2.0	2	0.0	0	10.7
807.C.F.10.a	55864.0	3026	1.0	1	0.0	0	10.5
807.C.F.10.b	52501.0	2848	3.0	1	8.0	3	10.5
807.C.F.11.a	48492.0	2500	4.0	2	0.0	0	16.1
807.C.F.11.b	47929.0	2523	3.0	2	1.0	1	16.1
807.C.S.11.a	49243.0	2848	0.0	0	2.0	2	5.2
807.C.S.12.a	38764.0	2246	1.0	1	1.0	1	6.3
807.C.S.12.b	47748.0	2500	2.0	2	0.0	0	6.3
807.E.F.10.a	44177.0	2778	4.0	1	2.0	1	6.2
807.E.F.10.b	47859.0	2971	0.0	0	2.0	1	6.2
807.E.F.11.a	45407.0	2741	3.0	2	0.0	0	9.2
807.E.S.12.a	48833.0	2691	5.0	1	0.0	0	11.1
807.E.S.12.b	47150.0	2461	6.0	1	4.0	1	11.1
807.S.F.11.a	48186.0	2697	1.0	1	1.0	1	10.3
807.S.F.11.b	44426.0	2689	2.0	1	0.0	0	10.3
807.S.S.11.a	48936.0	2686	2.0	1	7.0	3	7.1
807.S.S.11.b	51621.0	3055	8.0	2	4.0	2	7.1
807.S.S.12.a	48507.0	3147	2.0	1	1.0	1	13.2
807.S.S.12.b	43585.0	2987	2.0	1	50.0	3	13.1
807.W.F.10.a	45612.0	2736	5.0	1	0.0	0	6.2
807.W.F.10.b	49437.0	2915	4.0	1	3.0	2	6.2
807.W.F.11.a	48130.0	2800	4.0	2	1.0	1	9.1
807.W.F.11.b	42677.0	2469	2.0	1	2.0	2	9.2
807.W.S.11.a	44754.0	2654	1.0	1	2.0	1	5.6
807.W.S.11.b	41280.0	2645	0.0	0	1.0	1	5.7
807.W.S.12.a	42744.0	2870	3.0	1	16.0	6	10.3
807.W.S.12.b	46152.0	2775	5.0	4	0.0	0	10.2
889.25May.1	15828.0	2152	5.0	2	0.0	0	18.58
889.25May.2	14456.0	1899	8.0	2	0.0	0	18.49
889.25May.3	11631.0	1356	9.0	1	1.0	1	18.44
889.25May.4	11215.0	2108	121.0	4	0.0	0	18.44
889.26May.1	14491.0	1985	6.0	2	1.0	1	19.26
889.26May.2	11997.0	1805	6.0	2	1.0	1	19.11
889.26May.3	7621.0	1469	4.0	2	1.0	1	19.05
889.26May.4	10429.0	2141	9.0	1	1.0	1	19.1
895.Puhimau.mat.2	23182.0	163	6.0	2	7330.0	1	47.3
895.Puhimau.mat.3	11410.0	111	1.0	1	2.0	1	45.7
895.Puhimau.soil.1	34042.0	79	1.0	1	11.0	1	74.6
895.Puhimau.soil.2	46703.0	118	6.0	2	0.0	0	90.0
895.Puhimau.soil.3	32849.0	125	4.0	1	0.0	0	63.1
925.IA3z	10414.0	108	10.0	1	1.0	1	68.0
925.IA4x	12469.0	82	1.0	1	0.0	0	68.0
925.IB1y	9808.0	70	1.0	1	0.0	0	62.0
925.IB1z	8600.0	94	1.0	1	0.0	0	62.0
925.IB2x	10083.0	132	1.0	1	0.0	0	62.0
925.IB4y	10973.0	116	4.0	1	0.0	0	62.0
925.IC4x	11280.0	132	9.0	1	0.0	0	58.0
925.IC4z	10797.0	88	1.0	1	0.0	0	58.0
925.IC5y	10566.0	76	14.0	1	0.0	0	58.0
925.IC5z	10928.0	132	3.0	1	0.0	0	58.0
925.ID2x	8652.0	297	1.0	1	0.0	0	35.0
925.ID2y	9129.0	317	1.0	1	0.0	0	35.0
925.ID3y	10649.0	103	0.0	0	1.0	1	35.0
925.IE1x	8114.0	497	0.0	0	1.0	1	40.0
925.IE4z	11638.0	111	24.0	1	0.0	0	40.0
925.IE5z	7299.0	87	3.0	1	0.0	0	40.0
925.IG4y	11242.0	71	13.0	1	0.0	0	68.0
925.IH2x	10580.0	58	1.0	1	0.0	0	63.4
925.IH2z	9967.0	46	1.0	1	0.0	0	63.4
925.II2y	10649.0	584	1.0	1	0.0	0	62.6
925.II3y	9806.0	146	2.0	1	0.0	0	62.6
925.IJ5z	11168.0	52	17.0	1	0.0	0	64.2
925.IK4y	10250.0	301	1.0	1	0.0	0	64.0
925.IL2y	11423.0	70	1.0	1	0.0	0	48.6
925.IM1y	10379.0	112	2.0	1	0.0	0	52.0
925.IM1z	11520.0	155	5.0	1	0.0	0	52.0
925.IM4y	18474.0	73	1.0	1	0.0	0	52.0
925.IN1y	17230.0	327	1.0	1	0.0	0	31.9
925.IN1z	13821.0	259	1.0	1	0.0	0	31.9
925.IN3x	20572.0	605	1.0	1	0.0	0	31.9
925.IN3y	15712.0	832	1.0	1	0.0	0	31.9
925.IO3x	14449.0	937	0.0	0	1.0	1	30.1
925.SA1y	18344.0	112	2.0	1	0.0	0	34.5
925.SB1x	24021.0	102	1.0	1	0.0	0	37.9
925.SB2y	19983.0	77	2.0	1	0.0	0	53.0
925.SB2z	19223.0	75	1.0	1	0.0	0	53.0
925.SB5x	22574.0	77	5.0	3	0.0	0	86.5
925.SC4x	25389.0	1060	5.0	1	1.0	1	71.8
925.SC4y	22618.0	993	3.0	1	0.0	0	71.8
925.SC4z	18265.0	955	6.0	2	0.0	0	71.8
925.SD1x	26608.0	1039	1.0	1	8.0	1	37.8
925.SD1y	21621.0	941	0.0	0	5.0	1	37.8
925.SD2x	16020.0	546	1.0	1	2.0	1	46.0
925.SD2y	7644.0	121	1.0	1	0.0	0	46.0
925.SD2z	13142.0	486	1.0	1	1.0	1	46.0
925.SD3x	19712.0	1266	1.0	1	1.0	1	61.7
925.SD3z	16154.0	413	0.0	0	9.0	1	61.7
925.SD4x	15410.0	286	7.0	1	11.0	1	67.1
925.SD4z	15279.0	196	0.0	0	2.0	1	67.1
925.SD5y	10352.0	83	0.0	0	1.0	1	68.4
925.SD5z	18672.0	366	0.0	0	1.0	1	68.4
925.SE1y	15385.0	595	1.0	1	0.0	0	35.8
925.SG3y	11827.0	48	10.0	1	0.0	0	63.0
925.SJ3z	9237.0	39	1.0	1	0.0	0	57.8
925.SJ4z	9990.0	37	1.0	1	0.0	0	59.4
933.BbE	166514.0	2941	1.0	1	0.0	0	22.26
933.BbK	40170.0	940	57.0	2	0.0	0	22.16
933.BbM	70038.0	845	12.0	3	0.0	0	22.16
933.Bu176	122369.0	3602	1.0	1	3.0	1	22.26
933.BuF	126752.0	3091	2.0	1	0.0	0	22.26
933.BuG	263528.0	1399	87.0	2	0.0	0	22.26
933.BuN	64330.0	673	7.0	1	0.0	0	22.26
933.BuP	91004.0	997	547.0	6	0.0	0	22.26
933.Lb226	138630.0	2603	0.0	0	1.0	1	22.16
933.LbF	121225.0	2690	1.0	1	0.0	0	22.16
933.LbG	85250.0	1299	45.0	2	0.0	0	22.16
933.LbH	143607.0	3384	0.0	0	3.0	2	22.16
933.LbI	128323.0	3112	0.0	0	4.0	2	22.16
933.Lu225	140841.0	1947	0.0	0	2.0	2	22.16
933.Lu229	123744.0	1124	0.0	0	2.0	1	22.16
933.LuD	127063.0	2595	0.0	0	1.0	1	22.16
933.LuE	122687.0	2815	0.0	0	1.0	1	22.16
933.N.1.1.H.E.1	176651.0	2863	1.0	1	3.0	2	22.0
933.N.1.1.H.E.2	135049.0	1890	3.0	1	3.0	1	22.0
933.N.1.1.H.E.3	135724.0	1698	6.0	1	1.0	1	22.0
933.N.1.1.H.E.5	143050.0	1516	2.0	1	2.0	1	22.0
933.N.1.1.S.E.1	160758.0	2330	3.0	1	3.0	2	22.0
933.N.1.1.S.E.2	147532.0	1696	2.0	1	0.0	0	22.0
933.N.1.1.S.E.4	141419.0	2614	1.0	1	3.0	1	22.0
933.N.1.1.S.E.5	144176.0	1654	1.0	1	1.0	1	22.0
933.N.1.2.H.E.1	177173.0	1272	47.0	4	0.0	0	22.0
933.N.1.2.H.E.2	157854.0	2366	6.0	1	1.0	1	22.0
933.N.1.2.H.E.3	129162.0	1269	21.0	2	4.0	2	22.0
933.N.1.2.H.E.4	195318.0	739	10.0	1	0.0	0	22.0
933.N.1.2.H.E.5	145199.0	596	12.0	2	0.0	0	22.0
933.N.1.2.S.E.1	148683.0	2605	0.0	0	3.0	2	22.0
933.N.1.2.S.E.2	165098.0	2405	1.0	1	2.0	1	22.0
933.N.1.2.S.E.3	146755.0	2121	3.0	3	2.0	1	22.0
933.N.1.2.S.E.4	167148.0	2028	17.0	2	0.0	0	22.0
933.N.1.2.S.E.5	108841.0	1726	14.0	1	4.0	2	22.0
933.N.1.3.H.E.1	155602.0	3220	1.0	1	2.0	1	22.0
933.N.1.3.H.E.2	121806.0	2110	1.0	1	0.0	0	22.0
933.N.1.3.H.E.3	126464.0	1454	3.0	1	1.0	1	22.0
933.N.1.3.H.E.5	127693.0	1567	2.0	1	0.0	0	22.0
933.N.1.3.S.E.1	176176.0	2430	1.0	1	2.0	1	22.0
933.N.1.3.S.E.5	138348.0	2291	0.0	0	1.0	1	22.0
933.N.2.1.H.E.1	160543.0	1031	8.0	2	0.0	0	21.0
933.N.2.1.H.E.2	166132.0	895	6.0	1	0.0	0	21.0
933.N.2.1.H.E.3	155210.0	993	3.0	1	0.0	0	21.0
933.N.2.1.H.E.4	154535.0	1171	22.0	5	0.0	0	21.0
933.N.2.1.H.E.5	159854.0	1440	4.0	2	4.0	2	21.0
933.N.2.2.H.E.1	130487.0	1585	6.0	1	0.0	0	20.6
933.N.2.2.H.E.2	181592.0	2554	4.0	2	1.0	1	20.6
933.N.2.2.H.E.3	163560.0	1947	1.0	1	3.0	1	20.6
933.N.2.2.H.E.4	124987.0	974	1.0	1	0.0	0	20.6
933.N.2.2.H.E.5	164110.0	1542	12.0	3	1.0	1	20.6
933.N.2.2.S.E.1	147103.0	2024	0.0	0	4.0	2	20.6
933.N.2.2.S.E.2	143686.0	3033	8.0	2	50.0	2	20.6
933.N.2.2.S.E.3	104346.0	3607	13.0	1	43.0	2	20.6
933.N.2.2.S.E.4	174112.0	3431	4.0	1	12.0	2	20.6
933.N.2.2.S.E.5	130123.0	3102	4.0	1	11.0	3	20.6
933.N.2.3.H.E.1	150136.0	1062	4.0	1	0.0	0	21.0
933.N.2.3.H.E.2	155513.0	2450	2.0	1	3.0	2	21.0
933.N.2.3.H.E.3	113771.0	959	16.0	1	0.0	0	21.0
933.N.2.3.H.E.4	151696.0	2796	2.0	1	8.0	2	21.0
933.N.2.3.H.E.5	129433.0	1869	0.0	0	7.0	1	21.0
933.N.2.3.H.P.1	128663.0	1567	17.0	1	0.0	0	21.0
933.N.2.3.H.P.2	132349.0	1420	5.0	1	0.0	0	21.0
933.N.2.3.H.P.3	124740.0	1680	4.0	2	0.0	0	21.0
933.N.2.3.H.P.4	135745.0	1632	20.0	3	0.0	0	21.0
933.N.2.3.H.P.5	56448.0	1223	1.0	1	0.0	0	21.0
933.N.2.3.S.E.1	167873.0	3119	0.0	0	18.0	2	21.0
933.N.2.3.S.E.2	186355.0	2327	0.0	0	1.0	1	21.0
933.N.2.3.S.E.3	84002.0	3087	0.0	0	5.0	2	21.0
933.N.2.3.S.E.4	146692.0	2323	1.0	1	2.0	2	21.0
933.N.2.3.S.E.5	145143.0	2821	0.0	0	4.0	3	21.0
933.N.3.1.H.E.1	126834.0	480	238.0	4	0.0	0	23.0
933.N.3.1.H.E.2	188803.0	1049	6.0	2	1.0	1	23.0
933.N.3.1.H.E.3	163576.0	682	37.0	3	4.0	1	23.0
933.N.3.1.H.E.4	95634.0	431	72.0	3	0.0	0	23.0
933.N.3.1.H.E.5	162873.0	776	52.0	2	0.0	0	23.0
933.N.3.1.S.E.1	137837.0	1746	2.0	1	0.0	0	23.0
933.N.3.1.S.E.2	87642.0	959	8.0	2	0.0	0	23.0
933.N.3.1.S.E.3	72818.0	713	6.0	1	0.0	0	23.0
933.N.3.1.S.E.4	123505.0	1745	5.0	2	1.0	1	23.0
933.N.3.1.S.E.5	146490.0	1520	1.0	1	0.0	0	23.0
933.N.3.2.H.E.1	100762.0	775	35.0	2	5.0	1	23.0
933.N.3.2.H.E.2	83735.0	606	122.0	3	0.0	0	23.0
933.N.3.2.H.E.3	98615.0	823	27.0	2	0.0	0	23.0
933.N.3.2.H.E.5	103549.0	845	3.0	1	0.0	0	23.0
933.N.3.2.S.E.2	147506.0	2136	2.0	1	1.0	1	23.0
933.N.3.2.S.E.3	150514.0	1723	0.0	0	2.0	1	23.0
933.N.3.2.S.E.4	146137.0	2173	8.0	1	2.0	1	23.0
933.N.3.2.S.E.5	115271.0	2098	1.0	1	0.0	0	23.0
933.N.3.3.H.E.4	83160.0	693	16.0	5	0.0	0	23.0
933.N.3.3.S.E.1	82714.0	1109	1.0	1	0.0	0	23.0
933.N.3.3.S.E.5	138426.0	2462	0.0	0	1.0	1	23.0
933.Phylospora.comosa.1.5	77005.0	876	262.0	4	0.0	0	14.01
933.Phylospora.comosa.2.3	2443.0	283	6.0	2	0.0	0	14.16
933.Phylospora.comosa.2.4	58895.0	880	71.0	2	0.0	0	14.16
933.Phylospora.comosa.2.5	76409.0	881	390.0	4	0.0	0	14.16
933.Phylospora.comosa.3.5	183659.0	1468	189.0	2	0.0	0	14.32
933.Phylospora.comosa.4.5	49402.0	781	49.0	3	0.0	0	15.12
933.T.1.1.H.E.1	164565.0	1357	0.0	0	1.0	1	14.01
933.T.1.1.H.E.4	123097.0	1299	1823.0	11	0.0	0	14.01
933.T.1.1.H.E.5	207444.0	1419	1.0	1	0.0	0	14.01
933.T.1.1.S.E.2	128660.0	1077	1.0	1	2.0	1	14.01
933.T.1.1.S.E.3	121346.0	1687	14.0	2	0.0	0	14.01
933.T.1.1.S.E.4	129454.0	1604	1.0	1	1.0	1	14.01
933.T.1.2.H.E.2	162791.0	1293	5.0	2	0.0	0	14.16
933.T.1.2.H.E.4	151613.0	1030	1.0	1	0.0	0	14.16
933.T.1.2.S.E.3	119394.0	1232	1.0	1	0.0	0	14.16
933.T.1.2.S.E.4	132699.0	1511	1.0	1	0.0	0	14.16
933.T.1.2.S.E.5	158365.0	1405	1.0	1	0.0	0	14.16
933.T.1.3.H.E.1	133328.0	985	3.0	1	0.0	0	14.32
933.T.1.3.H.E.3	160794.0	845	1.0	1	2.0	1	14.32
933.T.1.3.H.E.5	171213.0	1635	5.0	1	0.0	0	14.32
933.T.1.3.S.E.2	175715.0	1306	1.0	1	0.0	0	14.32
933.T.1.3.S.E.3	162412.0	1276	2.0	1	0.0	0	14.32
933.T.1.3.S.E.4	145683.0	1349	2.0	1	0.0	0	14.32
933.T.1.3.S.E.5	148899.0	1139	1.0	1	0.0	0	14.32
933.T.2.1.H.E.5	167259.0	1115	8.0	2	0.0	0	15.12
933.T.2.1.H.P.3	128603.0	1231	3.0	1	0.0	0	15.12
933.T.2.1.H.P.4	140163.0	2587	2.0	1	0.0	0	15.12
933.T.2.1.H.P.5	106386.0	1040	3.0	1	0.0	0	15.12
933.T.2.1.S.E.1	247675.0	2262	3.0	2	0.0	0	15.12
933.T.2.1.S.E.2	159376.0	2566	1.0	1	1.0	1	15.12
933.T.2.1.S.E.4	159615.0	2188	0.0	0	2.0	1	15.12
933.T.2.2.H.E.2	157053.0	2075	7.0	2	2.0	1	15.24
933.T.2.2.H.E.3	136630.0	1280	1.0	1	0.0	0	15.24
933.T.2.2.H.P.1	157347.0	1367	25.0	4	0.0	0	15.24
933.T.2.2.H.P.2	152469.0	1529	5.0	1	0.0	0	15.24
933.T.2.2.H.P.4	115950.0	3047	4.0	1	0.0	0	15.24
933.T.2.2.S.E.5	178600.0	2089	6.0	2	0.0	0	15.24
933.T.2.3.H.E.2	156946.0	1868	1.0	1	0.0	0	15.36
933.T.2.3.H.P.1	149952.0	1648	5.0	1	0.0	0	15.36
933.T.2.3.H.P.2	150301.0	1561	2.0	1	0.0	0	15.36
933.T.2.3.H.P.5	175721.0	3068	0.0	0	5.0	4	15.36
933.T.2.3.S.E.3	153865.0	2010	1.0	1	0.0	0	15.36
933.T.2.3.S.E.4	119986.0	1987	0.0	0	1.0	1	15.36
933.T.3.1.H.E.1	123513.0	3358	1.0	1	5.0	3	15.01
933.T.3.1.H.E.2	149830.0	3006	1.0	1	3.0	2	15.01
933.T.3.1.H.E.3	144021.0	3963	0.0	0	4.0	3	15.01
933.T.3.1.H.E.4	157858.0	3336	3.0	1	5.0	2	15.01
933.T.3.1.H.E.5	150871.0	3666	0.0	0	19.0	3	15.01
933.T.3.1.H.P.1	128845.0	4004	7.0	1	5.0	2	15.01
933.T.3.1.H.P.2	155550.0	3829	4.0	2	7.0	2	15.01
933.T.3.1.H.P.3	131891.0	3103	5.0	1	4.0	2	15.01
933.T.3.1.H.P.4	123255.0	2655	0.0	0	21.0	2	15.01
933.T.3.1.H.P.5	130177.0	3419	0.0	0	8.0	3	15.01
933.T.3.1.S.E.1	169858.0	4308	0.0	0	7.0	4	15.01
933.T.3.1.S.E.2	162874.0	3427	0.0	0	1.0	1	15.01
933.T.3.1.S.E.3	157389.0	3813	0.0	0	6.0	3	15.01
933.T.3.1.S.E.4	169258.0	4391	0.0	0	3.0	2	15.01
933.T.3.1.S.E.5	185562.0	4365	0.0	0	9.0	2	15.01
933.T.3.2.H.E.1	175732.0	4093	0.0	0	8.0	4	14.89
933.T.3.2.H.E.2	150530.0	4044	6.0	2	6.0	5	14.89
933.T.3.2.H.E.3	150263.0	3918	0.0	0	7.0	5	14.89
933.T.3.2.H.E.4	154047.0	3874	2.0	1	5.0	5	14.89
933.T.3.2.H.E.5	155615.0	3842	5.0	2	6.0	2	14.89
933.T.3.2.H.P.1	162525.0	1700	4.0	2	1.0	1	14.89
933.T.3.2.H.P.2	119094.0	1632	3.0	2	0.0	0	14.89
933.T.3.2.H.P.3	135937.0	1354	2.0	1	0.0	0	14.89
933.T.3.2.H.P.4	119643.0	1338	6.0	1	2.0	1	14.89
933.T.3.2.H.P.5	139071.0	1538	1.0	1	1.0	1	14.89
933.T.3.2.S.E.1	148822.0	2084	2.0	1	0.0	0	14.89
933.T.3.2.S.E.5	138997.0	1645	521.0	3	0.0	0	14.89
933.T.3.3.H.E.1	160593.0	1176	0.0	0	1.0	1	14.97
933.T.3.3.H.E.3	175984.0	1420	3.0	1	0.0	0	14.97
933.T.3.3.H.P.1	162650.0	1532	0.0	0	1.0	1	14.97
933.T.3.3.H.P.2	125188.0	1143	1.0	1	0.0	0	14.97
933.T.3.3.H.P.3	159285.0	1287	2.0	1	2.0	2	14.97
933.T.3.3.H.P.4	166348.0	1154	1.0	1	2.0	1	14.97
933.T.3.3.H.P.5	169780.0	1692	3.0	1	0.0	0	14.97
933.T.3.3.S.E.1	142337.0	1687	1.0	1	0.0	0	14.97
933.T.3.3.S.E.2	124911.0	2188	0.0	0	7.0	1	14.97
933.T.3.3.S.E.3	136415.0	1707	1.0	1	0.0	0	14.97
933.W.1.1.H.E.1	133308.0	1293	87.0	3	1.0	1	23.78
933.W.1.1.H.E.2	122489.0	1638	16.0	3	4.0	2	23.78
933.W.1.1.H.E.3	66970.0	643	1.0	1	0.0	0	23.78
933.W.1.1.H.E.4	164288.0	1280	6.0	1	0.0	0	23.78
933.W.1.1.H.E.5	139430.0	1082	6.0	1	0.0	0	23.78
933.W.1.1.S.E.1	103668.0	1290	10.0	2	0.0	0	23.78
933.W.1.1.S.E.2	111342.0	2203	8.0	2	0.0	0	23.78
933.W.1.1.S.E.3	296523.0	2350	1.0	1	0.0	0	23.78
933.W.1.1.S.E.5	200418.0	1855	2.0	1	0.0	0	23.78
933.W.1.2.H.E.1	64975.0	866	3.0	1	0.0	0	23.87
933.W.1.2.H.E.2	125759.0	1779	23.0	2	0.0	0	23.87
933.W.1.2.H.E.3	127868.0	1531	38.0	1	0.0	0	23.87
933.W.1.2.H.E.4	177988.0	1402	131.0	2	1.0	1	23.87
933.W.1.2.H.E.5	124312.0	1204	13.0	1	0.0	0	23.87
933.W.1.2.S.E.1	149314.0	1480	1.0	1	0.0	0	23.87
933.W.1.2.S.E.2	109088.0	1735	2.0	2	0.0	0	23.87
933.W.1.2.S.E.4	187636.0	1877	2.0	1	0.0	0	23.87
933.W.1.2.S.E.5	182430.0	1769	51.0	2	0.0	0	23.87
933.W.1.3.H.E.1	127478.0	1063	11.0	1	0.0	0	24.07
933.W.1.3.H.E.2	148580.0	1157	9.0	2	0.0	0	24.07
933.W.1.3.H.E.3	139558.0	1704	23.0	2	0.0	0	24.07
933.W.1.3.H.E.4	125788.0	1377	35.0	3	0.0	0	24.07
933.W.1.3.H.E.5	156245.0	1287	37.0	2	0.0	0	24.07
933.W.1.3.S.E.2	144191.0	1733	2.0	1	0.0	0	24.07
933.W.1.3.S.E.3	122830.0	1555	2.0	1	0.0	0	24.07
933.W.1.3.S.E.5	164457.0	2161	1.0	1	0.0	0	24.07
933.W.2.1.H.E.1	158612.0	2365	3.0	1	2.0	1	22.86
933.W.2.1.H.E.2	133604.0	888	3.0	2	0.0	0	22.86
933.W.2.1.H.E.4	142451.0	1165	2.0	1	0.0	0	22.86
933.W.2.1.H.E.5	178446.0	1607	13.0	2	0.0	0	22.86
933.W.2.1.S.E.1	140047.0	1308	1.0	1	0.0	0	22.86
933.W.2.1.S.E.4	118394.0	1578	1.0	1	0.0	0	22.86
933.W.2.1.S.E.5	108168.0	1006	10.0	2	0.0	0	22.86
933.W.2.2.H.E.1	130881.0	1095	37.0	2	0.0	0	22.74
933.W.2.2.H.E.2	136095.0	1367	5.0	1	0.0	0	22.74
933.W.2.2.H.E.3	147831.0	2327	5.0	1	0.0	0	22.74
933.W.2.2.H.E.4	102793.0	1734	11.0	1	1.0	1	22.74
933.W.2.2.H.E.5	147674.0	1961	1.0	1	0.0	0	22.74
933.W.2.2.S.E.1	89332.0	655	1.0	1	0.0	0	22.74
933.W.2.2.S.E.2	155368.0	933	37.0	3	0.0	0	22.74
933.W.2.2.S.E.5	128424.0	3257	6.0	2	3.0	1	22.74
933.W.2.3.H.E.1	198158.0	1341	6.0	2	1.0	1	22.99
933.W.2.3.H.E.2	150973.0	1582	3.0	2	0.0	0	22.99
933.W.2.3.H.E.3	181211.0	2835	27.0	2	1.0	1	22.99
933.W.2.3.H.E.5	170508.0	1400	0.0	0	1.0	1	22.99
933.W.2.3.S.E.2	120443.0	1291	1.0	1	0.0	0	22.99
933.W.3.1.H.E.1	97254.0	1588	2.0	1	0.0	0	23.99
933.W.3.1.H.E.2	186083.0	1340	26.0	1	0.0	0	23.99
933.W.3.1.H.E.3	130091.0	1639	15.0	1	0.0	0	23.99
933.W.3.1.H.E.4	178266.0	1966	6.0	1	1.0	1	23.99
933.W.3.1.H.E.5	165504.0	3995	17.0	2	5.0	2	23.99
933.W.3.1.S.E.1	138272.0	2086	1.0	1	0.0	0	23.99
933.W.3.2.H.E.1	155824.0	2692	3.0	1	0.0	0	24.26
933.W.3.2.H.E.3	91714.0	2546	2.0	1	0.0	0	24.26
933.W.3.2.H.E.4	140328.0	2353	9.0	1	0.0	0	24.26
945.P1.A10.lane2.NoIndex.L002	49394.0	454	14.0	2	0.0	0	12.3
945.P1.A11.lane2.NoIndex.L002	35702.0	503	14.0	2	0.0	0	5.5
945.P1.A12.lane2.NoIndex.L002	23885.0	530	66.0	2	0.0	0	2.6
945.P1.A2.lane2.NoIndex.L002	43893.0	912	4.0	1	0.0	0	10.2
945.P1.A3.lane2.NoIndex.L002	39637.0	2538	0.0	0	7.0	3	20.8
945.P1.A4.lane2.NoIndex.L002	35891.0	2970	0.0	0	4.0	3	17.3
945.P1.A5.lane2.NoIndex.L002	51395.0	616	32.0	1	2.0	1	7.9
945.P1.A6.lane2.NoIndex.L002	35482.0	553	50.0	1	0.0	0	3.0
945.P1.A7.lane2.NoIndex.L002	55960.0	527	3.0	1	4.0	1	7.4
945.P1.A8.lane2.NoIndex.L002	33141.0	457	41.0	3	0.0	0	17.1
945.P1.B10.lane2.NoIndex.L002	34443.0	637	3.0	1	0.0	0	12.3
945.P1.B11.lane2.NoIndex.L002	48028.0	431	0.0	0	4.0	1	5.5
945.P1.B2.lane2.NoIndex.L002	41982.0	266	152.0	2	0.0	0	10.2
945.P1.B6.lane2.NoIndex.L002	53423.0	457	3.0	1	0.0	0	3.0
945.P1.B8.lane2.NoIndex.L002	30519.0	805	7.0	1	0.0	0	17.1
